NAME,CODE,OPEN,HIGH,LOW,CLOSE
IMAGICAA    ,539056, 5.6, 5.6, 5.27, 5.31
GLITTEK GRAN,513528, 1.32, 1.32, 1.32, 1.32
BOM DYEING  ,500020, 67.1, 67.9, 66.7, 67.15
WHEELS INDIA,590073, 444.0, 451.0, 442.0, 447.95
NAGPUR POWER,532362, 32.0, 32.0, 30.7, 31.25
SBILIFE     ,540719, 992.0, 1020.0, 966.0, 972.7
APEX        ,540692, 234.0, 239.4, 229.95, 230.4
GANESH HSG. ,526367, 73.3, 75.5, 73.25, 75.35
DIC INDIA   ,500089, 385.05, 391.4, 382.65, 385.0
RPP INFRA   ,533284, 64.7, 66.05, 64.55, 65.0
DLSL27JU19  ,936750, 1189.0, 1189.0, 1189.0, 1189.0
CMI LTD.    ,517330, 42.75, 43.3, 41.1, 42.6
SYMPHONY    ,517385, 1122.0, 1144.8, 1090.55, 1096.3
ZEAL        ,539963, 67.35, 67.5, 65.5, 66.75
704IRFC26   ,935676, 1379.9, 1379.9, 1144.05, 1151.0
IFB AGRO    ,507438, 422.05, 425.8, 418.1, 419.9
891IIFCL34  ,961822, 1423.5, 1423.5, 1423.5, 1423.5
85TCFS24    ,936806, 1096.8, 1100.0, 1096.0, 1096.0
ICICIMCAP   ,539980, 83.91, 85.0, 83.31, 84.5
DONEAR IND. ,512519, 28.55, 29.6, 28.55, 28.95
09AGG       ,543087, 186.66, 186.66, 186.66, 186.66
STOVAC IND. ,504959, 1866.7, 1866.7, 1800.7, 1844.95
LXCHEM      ,543277, 222.0, 227.45, 219.15, 223.4
HUDCO       ,540530, 43.75, 43.75, 42.75, 43.0
DATAM GLOB  ,532528, 121.5, 121.5, 118.0, 119.3
MULLER & PHI,501477, 84.3, 85.95, 84.3, 85.95
SUMMIT SECU ,533306, 521.65, 521.65, 516.1, 516.4
BECTORFOOD  ,543253, 355.0, 359.55, 354.7, 355.7
ASTRAL POLY ,532830, 1576.0, 1595.6, 1557.15, 1571.5
ICRA        ,532835, 3333.1, 3333.1, 3268.0, 3279.6
SCPL        ,540757, 130.0, 133.5, 130.0, 130.0
898LTFL29   ,936532, 1150.0, 1150.0, 1145.0, 1145.0
DECAN CEMENT,502137, 422.2, 430.0, 416.75, 421.2
AEL         ,539196, 13.95, 13.95, 13.01, 13.88
805MMFSL32  ,936048, 1060.0, 1060.0, 1060.0, 1060.0
TORNT POWER ,532779, 409.05, 412.5, 402.4, 410.4
TRIGYN TECH ,517562, 79.2, 82.0, 78.7, 79.95
MSTC        ,542597, 256.85, 262.0, 254.9, 256.9
INVEST &PREC,504786, 217.0, 242.0, 217.0, 238.75
JAY USHIN   ,513252, 444.95, 444.95, 444.95, 444.95
SKF INDIA   ,500472, 2252.05, 2278.3, 2220.8, 2229.75
MANAP FIN   ,531213, 150.05, 150.05, 147.05, 149.1
VISHNU CHEM ,516072, 325.0, 329.5, 313.25, 323.35
LTTS        ,540115, 2619.0, 2619.0, 2560.0, 2568.65
LATIMMETAL  ,505693, 49.9, 49.9, 45.05, 48.5
SGBMAY26    ,800287, 4700.0, 4700.0, 4700.0, 4700.0
ICICINF100  ,537008, 158.95, 160.17, 157.11, 158.84
NMDC LTD    ,526371, 161.0, 168.2, 160.05, 167.4
GBLIL       ,539009, 2.33, 2.33, 2.33, 2.33
MOREPEN LAB.,500288, 62.15, 63.5, 62.0, 62.0
OSWAL AGRO. ,500317, 10.8, 10.8, 9.8, 9.97
AKZOINDIA   ,500710, 2227.75, 2243.9, 2195.0, 2206.65
ICICITECH   ,543221, 259.0, 259.42, 256.61, 259.01
UTISENSETF  ,539312, 509.99, 509.99, 507.0, 507.0
IND.GLYCOLS ,500201, 521.0, 532.15, 505.05, 510.05
QUANTUM GOLD,590099, 2021.05, 2024.0, 2013.3, 2018.75
HIND.MOTORS ,500500, 6.71, 6.8, 6.5, 6.68
INSPIRISYS  ,532774, 48.1, 48.25, 47.15, 48.0
DEEPAK NITR.,506401, 1868.0, 1927.65, 1846.0, 1906.8
DARSHANORNA ,539884, 11.25, 11.55, 10.51, 11.55
KIOCL       ,540680, 167.9, 168.2, 163.5, 166.25
PTCIL       ,539006, 1602.9, 1604.0, 1530.0, 1550.0
GITARENEW   ,539013, 36.65, 36.65, 36.6, 36.65
ELANTAS     ,500123, 3654.0, 3734.9, 3525.1, 3698.75
SARDA PROT. ,519242, 19.65, 19.65, 19.65, 19.65
ENT NETWORK ,532700, 145.85, 148.2, 143.55, 147.6
ONELIFE CAP ,533632, 6.82, 7.16, 6.82, 7.16
AUTO COR.GOA,505036, 400.7, 400.7, 395.05, 400.45
OLECTRA     ,532439, 186.1, 193.75, 184.0, 185.6
UNITED DRILL,522014, 308.9, 308.9, 287.85, 288.8
RIT PRO IND ,526407, 39.05, 44.0, 39.05, 43.4
SATIA       ,539201, 88.7, 89.8, 85.0, 86.4
XTGLOBAL    ,531225, 22.15, 22.15, 21.0, 21.25
CENTENIAL SU,531380, 42.45, 45.4, 41.15, 43.2
DAMOINDUS   ,521220, 26.7, 26.75, 25.0, 26.05
SOURCENTRL  ,531398, 147.5, 147.5, 138.0, 144.7
HB STOCKHOL.,532216, 16.25, 16.35, 15.75, 16.35
RUCHIRA PAP ,532785, 67.7, 67.7, 63.65, 64.9
JYOTHYLAB   ,532926, 142.0, 143.6, 141.25, 141.9
0STFCL24    ,936464, 1255.0, 1255.0, 1255.0, 1255.0
LLFICL      ,540360, 70.75, 70.75, 66.0, 66.05
BIOCON LTD. ,532523, 375.0, 382.45, 370.15, 381.3
CAPTAIN POLY,536974, 39.15, 40.0, 38.15, 38.45
SGBJULY25   ,800269, 4730.0, 4730.0, 4730.0, 4730.0
GUJGAS      ,539336, 530.5, 538.95, 526.1, 531.45
704REC2028  ,961760, 1171.0, 1182.0, 1171.0, 1182.0
AREALTY     ,532114, 2.18, 2.18, 2.18, 2.18
TIME TECHNO ,532856, 82.0, 82.0, 76.8, 77.0
GSTL        ,540654, 62.0, 62.0, 59.05, 60.6
VXL INSTRUM.,517399, 5.6, 5.6, 5.3, 5.3
ARIES AGRO  ,532935, 96.55, 100.5, 96.0, 97.45
ESAB INDIA  ,500133, 1793.2, 1861.15, 1783.4, 1807.65
ASAHI SONG  ,532853, 393.3, 393.3, 377.75, 383.7
PRIYA LTD.  ,524580, 6.5, 6.5, 6.5, 6.5
SAVERA IND  ,512634, 46.1, 46.1, 43.0, 43.1
PONDY OXIDES,532626, 221.1, 227.0, 218.0, 221.45
PANA ENERG  ,504093, 210.0, 212.5, 207.0, 209.1
KHANDWALA SE,531892, 13.5, 14.5, 13.5, 14.5
MUKUND CRPS ,700087, 5.25, 5.25, 5.25, 5.25
9MMFL22     ,937505, 975.0, 975.0, 950.0, 975.0
BHARAT ELECT,500049, 133.2, 138.5, 132.55, 137.9
POWERMECH   ,539302, 568.15, 582.05, 562.25, 576.35
XPRO INDI(PS,590013, 110.15, 110.15, 110.15, 110.15
CASTROL     ,500870, 125.0, 125.0, 122.85, 123.85
AMARJOTHI SP,521097, 116.85, 118.5, 115.0, 117.8
NETLINK SOLU,509040, 15.9, 16.75, 15.9, 16.75
ARUNAHTEL   ,500016, 7.26, 7.5, 6.8, 6.8
TIMES GUARAN,511559, 45.25, 49.95, 45.25, 48.95
USHAKIRAN FI,511507, 3.52, 3.52, 3.52, 3.52
GMETCOAL    ,531881, 12.0, 12.6, 12.0, 12.6
RALLIS INDIA,500355, 297.0, 299.9, 288.7, 293.9
ISTRNETWK   ,524622, 1.47, 1.48, 1.34, 1.48
SRI DIGV CEM,502180, 70.0, 70.3, 67.2, 68.15
ORIENTBELL  ,530365, 224.9, 232.0, 224.35, 230.8
HEMIPROP    ,543242, 132.0, 136.0, 130.85, 132.2
PRISMX      ,501314, 78.0, 79.0, 76.45, 76.45
GOKULAGRO   ,539725, 23.6, 23.85, 22.6, 23.4
PRITHVIEXCH ,531688, 19.35, 19.35, 17.55, 18.05
TD POWER    ,533553, 175.05, 188.0, 171.4, 186.25
PTC INDIA   ,532524, 81.75, 83.6, 81.75, 83.3
TALBROS AUTO,505160, 210.5, 219.85, 206.1, 213.05
UNITED CRED.,531091, 9.5, 10.9, 9.5, 9.93
LIME CHEM.  ,507759, 20.0, 20.5, 20.0, 20.5
3I INFOTECH ,532628, 7.7, 7.91, 7.55, 7.68
CRANEX LTD. ,522001, 9.55, 9.55, 9.55, 9.55
KCLINFRA    ,531784, 1.03, 1.03, 1.03, 1.03
MOTILALOFS  ,532892, 649.1, 661.0, 643.8, 659.65
K.P.R. MILL ,532889, 1474.0, 1480.2, 1447.95, 1456.35
ICICIM150   ,542921, 92.0, 93.59, 91.31, 92.14
GNRL        ,513536, 12.7, 13.5, 12.7, 12.94
INDIA CEM.  ,530005, 169.3, 169.3, 165.1, 165.7
STD.SURFACT.,526231, 29.9, 29.9, 27.3, 29.85
SUDARSH.CHEM,506655, 644.0, 660.65, 633.9, 638.05
ELANGO INDUS,513452, 2.97, 2.97, 2.97, 2.97
GRAVITA     ,533282, 95.5, 95.5, 93.0, 94.5
ACE SOFTWARE,531525, 13.0, 13.0, 12.5, 12.56
11DPD       ,543186, 0.46, 0.46, 0.46, 0.46
KOTAK SENSEX,532985, 504.0, 507.0, 503.0, 505.0
MUNJAL SHOWA,520043, 137.25, 139.1, 136.6, 137.75
ANGELBRKG   ,543235, 456.4, 458.5, 410.0, 423.6
COLINZ LABOR,531210, 13.9, 14.28, 13.61, 14.28
COMFORT INTE,531216, 10.8, 10.8, 9.9, 10.42
LAXMIMACH   ,500252, 6300.15, 6425.45, 6211.8, 6248.8
0SCUF21A    ,936874, 1132.0, 1132.0, 1132.0, 1132.0
WELCAST     ,504988, 475.0, 475.0, 426.05, 436.6
RGRL        ,519191, 25.9, 26.8, 25.6, 26.4
DENIS CHEM  ,537536, 52.35, 53.7, 51.0, 52.45
ADVANI HOTEL,523269, 52.85, 53.65, 50.9, 52.0
TGBHOTELS   ,532845, 4.84, 4.84, 4.14, 4.84
ELPRO INTER ,504000, 37.25, 39.95, 37.25, 39.75
FORTUNE INT.,530213, 9.7, 9.7, 9.7, 9.7
GODREJ CONS ,532424, 699.7, 709.0, 695.0, 708.15
TATA ELXSI  ,500408, 3918.0, 3944.55, 3806.7, 3848.1
LKPSEC      ,540192, 7.63, 7.8, 7.35, 7.56
HDFC BANK   ,500180, 1404.8, 1409.0, 1381.7, 1402.45
SNTCL       ,540253, 1.14, 1.2, 1.14, 1.2
VIRINCHI    ,532372, 42.75, 48.6, 42.75, 47.05
TRANSPORT CO,532349, 273.9, 277.75, 268.0, 270.7
KHAITAN CHEM,507794, 25.25, 27.8, 24.0, 26.25
JK LAKSHMI  ,500380, 416.0, 420.0, 409.85, 415.9
VIKAS WSP   ,519307, 5.83, 5.85, 5.83, 5.83
MINDACORP   ,538962, 104.4, 104.4, 99.5, 102.9
VICTORIA MIL,503349, 1802.1, 1858.9, 1802.1, 1858.0
BANG        ,532946, 28.85, 28.85, 27.3, 27.75
COUNTRY COND,531624, 2.14, 2.14, 2.05, 2.13
RAMSONS PROJ,530925, 10.44, 10.44, 10.44, 10.44
OSWAL YARNS ,514460, 5.05, 5.13, 5.0, 5.1
INVENTURE   ,533506, 24.3, 24.3, 23.8, 24.15
AANCHALISP  ,538812, 5.6, 5.6, 5.23, 5.28
PERM MAGNETS,504132, 300.75, 304.0, 285.65, 290.9
UNION QUALIT,526799, 13.25, 13.25, 13.25, 13.25
CITYMAN     ,521210, 5.61, 5.61, 5.61, 5.61
0EFL21      ,936242, 1250.2, 1250.2, 1250.2, 1250.2
PENTOKEY ORG,524210, 14.0, 14.0, 14.0, 14.0
BL.CHIP TEX ,506981, 105.0, 105.0, 94.05, 98.65
CHEMO PHARMA,506365, 28.0, 30.0, 27.75, 28.7
SEYAIND     ,524324, 54.5, 54.75, 52.75, 54.5
HATSUN AGRO ,531531, 837.8, 845.15, 828.0, 829.65
VGCL        ,538732, 37.6, 37.6, 37.6, 37.6
890TCFSL23  ,936290, 1103.51, 1109.99, 1103.44, 1109.99
KEC INTERN  ,532714, 392.75, 393.05, 380.3, 385.8
HEMORGANIC  ,524590, 13.78, 13.78, 13.78, 13.78
RAYMOND     ,500330, 325.0, 332.85, 323.6, 325.25
SXETF       ,539517, 515.0, 522.0, 515.0, 520.0
BCLIL       ,524332, 123.7, 124.9, 122.0, 122.4
1004JMFPL24 ,936704, 1044.0, 1044.0, 1044.0, 1044.0
EVEREST ORG.,524790, 347.0, 356.0, 334.0, 338.65
AMD INDUS   ,532828, 17.95, 19.05, 17.95, 19.05
JETMALL     ,543286, 18.3, 20.3, 18.3, 19.9
BHAGIRA.CHEM,531719, 539.95, 539.95, 487.0, 500.05
SHUBHAM     ,542019, 70.5, 70.5, 70.5, 70.5
PITTIENG    ,513519, 67.0, 67.3, 65.2, 66.25
UNIV.STARCH ,524408, 81.5, 85.45, 81.4, 83.1
NILE LTD.   ,530129, 343.05, 360.0, 342.0, 353.9
OBI LTD     ,538019, 5.94, 5.94, 5.51, 5.57
SHALIMAR WIR,532455, 4.65, 4.85, 4.46, 4.56
ARMAN FIN   ,531179, 552.2, 565.15, 550.55, 561.1
BRIGADE     ,532929, 253.0, 258.6, 250.7, 255.65
ARL         ,542721, 32.0, 32.0, 31.15, 31.2
ULTRACAB    ,538706, 130.7, 130.75, 127.55, 130.3
HT MEDIA    ,532662, 21.15, 21.4, 20.7, 21.05
WALCHANDNGR ,507410, 63.0, 63.05, 61.95, 62.15
SUPER SPIN. ,521180, 6.2, 6.31, 6.09, 6.31
RAJKUMAR FRG,513369, 42.5, 43.5, 39.2, 42.25
ASTRAZEN.PH.,506820, 3775.0, 3872.25, 3761.65, 3822.0
NIEHSPG     ,542843, 9.75, 9.75, 8.15, 8.97
BHAGIL      ,530803, 165.9, 171.0, 163.3, 169.65
SUPRAJIT ENG,532509, 255.15, 260.05, 253.0, 254.95
SKC         ,539363, 6.0, 6.0, 6.0, 6.0
0MFL23C     ,937303, 1015.0, 1025.0, 1015.0, 1025.0
VARDH TEXT  ,502986, 1216.45, 1274.85, 1194.5, 1264.55
POLYSPIN    ,539354, 52.95, 54.95, 50.0, 50.3
RAJESH EXPO.,531500, 519.9, 521.8, 501.45, 506.6
TARINI      ,538496, 18.7, 18.7, 18.7, 18.7
SIEMENS LTD.,500550, 1878.0, 1887.9, 1830.2, 1837.05
MANAKSIA LTD,532932, 55.5, 57.0, 54.85, 55.3
UTTAM SUGAR ,532729, 135.65, 152.0, 135.65, 143.5
BURGERKING  ,543248, 130.0, 130.0, 126.15, 126.8
IRFC        ,543257, 21.0, 21.2, 20.95, 21.0
JINDALPH    ,532624, 59.1, 59.1, 56.85, 56.85
PDMJEPAPER  ,539785, 23.5, 24.2, 22.95, 23.9
BALKRISHNA  ,539251, 18.9, 20.4, 18.9, 19.25
CYBERMATE   ,532271, 1.89, 1.9, 1.8, 1.86
ANUP        ,542460, 578.0, 588.0, 570.9, 582.8
SHALIB.FINAN,511754, 51.35, 54.0, 51.2, 53.2
GGPL        ,539228, 29.1, 29.2, 27.85, 29.15
UJJIVANSFB  ,542904, 29.15, 30.4, 28.7, 29.7
GREAT EASTE ,500620, 350.0, 413.4, 350.0, 402.4
KAKATIYA CEM,500234, 221.0, 236.0, 219.85, 234.95
MAHINDRALIFE,532313, 496.4, 496.4, 475.5, 476.95
HNGSNGBEES  ,590113, 362.0, 377.0, 362.0, 376.12
LASA        ,540702, 79.95, 80.95, 77.0, 77.3
NILA INFRA. ,530377, 4.37, 4.37, 4.1, 4.3
HKG         ,539097, 42.15, 42.15, 42.0, 42.0
CCHHL       ,526550, 4.8, 4.8, 4.59, 4.7
YOGI SUNGWON,522209, 2.66, 2.94, 2.66, 2.94
GOPALA POLY.,526717, 19.65, 19.65, 19.65, 19.65
INANI MARBLE,531129, 17.4, 17.4, 15.45, 16.0
IDBIGOLD    ,533719, 4387.0, 4387.0, 4365.0, 4365.0
MURD.CERAM  ,515037, 20.0, 20.2, 19.55, 19.7
MODINATURAL ,519003, 77.9, 82.0, 77.9, 81.0
AMBIKA COTTO,531978, 1080.0, 1100.0, 1026.95, 1049.55
SHUKR BULL  ,531506, 9.75, 9.75, 9.75, 9.75
RAMASTEEL   ,539309, 79.1, 81.0, 78.55, 81.0
ELECON ENG  ,505700, 91.0, 95.25, 88.9, 93.95
SHREYAS INTE,526335, 5.3, 5.55, 5.3, 5.55
SYBLY INDS. ,531499, 5.1, 5.1, 4.91, 4.98
ANDPAPER    ,502330, 230.25, 234.9, 223.55, 227.6
BAJAJ ELECT.,500031, 1179.0, 1179.0, 1133.0, 1150.8
ANJANIFOODS ,511153, 201.05, 209.5, 201.05, 209.4
PRECISION WR,523539, 198.0, 198.0, 192.0, 192.65
SIIL        ,540132, 4.27, 4.27, 4.27, 4.27
ICICI500    ,541313, 204.0, 205.0, 202.0, 203.0
0MFL23VI    ,937445, 987.0, 995.0, 987.0, 993.32
MAKERS LAB. ,506919, 249.0, 249.0, 240.55, 246.0
TRANSPEK    ,506687, 1359.8, 1359.8, 1316.0, 1324.15
JHS SVEN    ,532771, 19.3, 19.85, 18.9, 19.85
HERC.HOISTS ,505720, 118.55, 119.25, 116.0, 117.2
AXISAEGPG   ,540552, 13.11, 14.89, 13.11, 14.4
ZODIAC CLOTH,521163, 91.9, 93.65, 90.15, 90.65
EPL         ,500135, 224.4, 229.5, 221.8, 227.1
LEE&NEE SOFT,517415, 2.43, 2.59, 2.43, 2.43
EASTER SI(PS,590022, 3.03, 3.03, 2.95, 3.03
MINAXI TEXT.,531456, 0.65, 0.65, 0.65, 0.65
ECORECO     ,530643, 56.8, 56.8, 54.0, 54.1
863IRFC29   ,961881, 1506.99, 1506.99, 1506.99, 1506.99
SUMEDHA FISC,530419, 24.75, 25.9, 24.75, 25.85
NAVKETAN    ,539525, 0.65, 0.67, 0.61, 0.61
SHANTANU SHE,531925, 0.8, 0.8, 0.75, 0.78
JMT AUTO LTD,513691, 2.41, 2.49, 2.41, 2.45
SOUTH.LATEX ,514454, 5.67, 6.25, 5.67, 6.25
MAGNUM VENT ,532896, 4.6, 4.6, 4.45, 4.6
AMBUJA CEME ,500425, 311.0, 312.1, 307.35, 311.2
STOVEKRAFT  ,543260, 460.0, 505.0, 451.05, 496.5
AUROB.PHARMA,524804, 962.9, 1025.0, 956.0, 1018.1
PATSPIN INDI,514326, 4.83, 4.95, 4.35, 4.75
OAL         ,500078, 915.0, 921.65, 890.0, 895.2
NILASPACES  ,542231, 1.4, 1.41, 1.33, 1.35
SADBHIN     ,539346, 19.6, 20.3, 19.3, 19.95
KIRL.BROS.  ,500241, 250.35, 251.55, 241.6, 242.4
SYSTAMATIX C,526506, 175.0, 179.95, 175.0, 179.95
ESAAR (I)LTD,531502, 1.63, 1.63, 1.63, 1.63
B.N.RATHI SE,523019, 22.5, 23.6, 22.15, 22.95
HAVISHA     ,531322, 0.76, 0.8, 0.76, 0.8
AUSTIN ENGG.,522005, 42.0, 43.85, 41.0, 43.85
DELTAMAGNT  ,504286, 29.8, 29.8, 28.2, 29.6
DUTRON POLY.,517437, 143.0, 157.1, 143.0, 156.45
HIMTEK      ,505712, 80.0, 80.0, 72.5, 77.4
NIACL       ,540769, 156.0, 157.95, 153.4, 154.35
99ECL21     ,936961, 1026.2, 1026.2, 1026.2, 1026.2
10MFL24AA   ,937029, 1119.6, 1119.6, 1119.6, 1119.6
SHREE GLOBAL,512463, 4.45, 4.45, 4.45, 4.45
SASKEN      ,532663, 896.65, 923.0, 895.55, 905.3
NDRAUTO     ,543214, 195.0, 195.0, 189.0, 190.0
N.R.AGARWAL ,516082, 225.0, 227.0, 214.75, 222.6
VASWANI IND ,533576, 11.48, 12.03, 10.6, 12.01
GRAPHITE IN.,509488, 742.0, 755.95, 732.25, 738.0
IIFLSEC     ,542773, 57.35, 59.95, 55.45, 56.85
CAMEX LTD   ,524440, 23.45, 24.65, 23.1, 23.1
CHDCHEM     ,539800, 12.13, 12.13, 12.13, 12.13
INOXWIND    ,539083, 75.1, 78.0, 75.1, 76.15
CORAL (I)FIN,531556, 26.8, 27.15, 26.0, 26.5
KISAN MOULD.,530145, 14.79, 15.17, 14.11, 15.17
ANJANI PORTL,518091, 213.7, 214.1, 208.0, 211.7
JENBURKT PH.,524731, 457.8, 457.8, 449.0, 453.05
AVAILABLE FI,531310, 20.25, 20.25, 20.25, 20.25
SUPERB PAPER,532070, 10.03, 10.78, 9.7, 9.97
VEEJAY LAKSH,522267, 32.5, 32.55, 32.5, 32.5
SBEC SUGAR  ,532102, 7.99, 8.21, 7.2, 8.21
SATPROP LTD ,508996, 1.01, 1.01, 1.01, 1.01
CALIFORN.SOF,532386, 8.69, 8.69, 8.13, 8.37
INDO THAI   ,533676, 50.1, 54.25, 50.1, 54.25
DGCONTENT   ,542685, 7.59, 8.01, 7.55, 7.95
ULTRATECH CM,532538, 6349.95, 6399.0, 6293.0, 6377.3
ANIK INDS   ,519383, 11.85, 13.2, 11.75, 11.91
GLOSTERLTD  ,542351, 660.0, 674.6, 655.0, 657.05
DHAN ROTO SP,521216, 26.85, 26.85, 25.15, 26.25
DYNAMAT.TECH,505242, 1033.95, 1052.55, 1016.15, 1034.1
AVT NATURAL ,519105, 52.0, 52.0, 50.35, 51.05
SHIVA CEMENT,532323, 21.0, 21.75, 20.75, 21.7
TRENT LTD.  ,500251, 790.0, 809.45, 776.55, 798.2
GLOBAL CAP. ,530263, 1.86, 1.86, 1.7, 1.7
ORCHIDPHAR  ,524372, 1590.0, 1605.0, 1550.0, 1589.3
JISLBNDVR   ,570004, 12.61, 12.75, 12.55, 12.55
CIL         ,538786, 3.94, 4.13, 3.75, 3.8
GUJ.LEASE   ,500174, 1.87, 1.88, 1.87, 1.88
ASYL        ,539982, 10.46, 10.98, 10.0, 10.98
LICNETFN50  ,539480, 175.65, 175.65, 166.05, 175.0
ESCORT FINAN,511716, 3.88, 3.88, 3.52, 3.61
HB LEAS.PUB ,508956, 1.85, 1.99, 1.85, 1.99
S.I.CAPITAL ,530907, 27.4, 27.4, 27.4, 27.4
STD.INDUST. ,530017, 17.1, 17.45, 17.1, 17.45
ZEE ENTER   ,505537, 184.0, 184.65, 181.05, 182.95
STARDELTA   ,539255, 86.65, 86.65, 78.75, 79.85
SANDUR MANG.,504918, 1519.0, 1530.0, 1480.0, 1493.2
DANLAW TECH.,532329, 325.0, 325.0, 302.75, 315.7
SADHANA NITR,506642, 36.35, 36.35, 34.25, 36.35
VIDEOCON IND,511389, 3.8, 3.96, 3.8, 3.87
1020JMFPL22 ,936700, 1085.0, 1089.8, 1051.2, 1051.2
GGENG       ,540614, 103.7, 109.8, 100.0, 107.85
CORAL NEWSPR,530755, 3.36, 3.36, 3.36, 3.36
MEGHMANI    ,532865, 150.6, 153.05, 146.5, 148.35
NOVA IRON&ST,513566, 13.4, 13.4, 13.4, 13.4
UTI GOLD ETF,590101, 41.95, 42.0, 41.65, 41.9
INDICAP     ,532745, 32.0, 32.0, 30.0, 30.45
KATARE SPG. ,502933, 13.77, 13.77, 13.77, 13.77
OTCO INTERN.,523151, 3.37, 3.37, 3.37, 3.37
LANDMRK PRO ,533012, 2.15, 2.15, 1.96, 2.0
JINDAL CAP. ,530405, 11.0, 11.0, 11.0, 11.0
TECHNOCRAFT ,532804, 390.0, 401.0, 390.0, 399.2
ADDI IND.   ,507852, 4.37, 4.37, 4.37, 4.37
YAARII      ,533520, 93.0, 93.1, 86.9, 86.9
PHIL.CARBON ,506590, 207.0, 208.9, 203.1, 204.75
GOODRICKE   ,500166, 239.8, 250.0, 235.4, 238.4
ARTEMISMED  ,542919, 205.05, 218.0, 197.1, 215.0
NOVAPUBLIC  ,530733, 31.0, 31.0, 31.0, 31.0
SESHA.PAPER ,502450, 158.9, 163.35, 154.4, 154.85
IND.CARD    ,509692, 130.0, 130.0, 129.55, 129.7
L.G.BALKRISH,500250, 296.0, 298.0, 290.05, 290.75
TECHIN      ,526576, 3.38, 3.54, 3.29, 3.54
GRNLAM IND  ,538979, 1015.3, 1031.65, 998.65, 1011.2
LTFL9122II  ,961722, 2258.5, 2263.5, 2255.09, 2255.71
SAMBHAAV MED,511630, 2.11, 2.14, 1.99, 2.14
SAM INDUS.  ,532005, 11.54, 12.89, 11.54, 12.89
SORILINFRA  ,532679, 126.2, 126.2, 120.45, 122.1
PROZONINTU  ,534675, 16.55, 17.25, 16.55, 17.0
MOIL LTD    ,533286, 168.45, 168.9, 163.55, 164.05
CGPOWER     ,500093, 77.9, 80.45, 76.5, 80.45
AAIL        ,530621, 17.5, 17.5, 17.0, 17.5
SPAL        ,540048, 175.0, 179.0, 173.3, 175.65
REPRO INDIA ,532687, 339.05, 347.0, 336.0, 344.35
KANISHK ST. ,513456, 12.32, 12.33, 11.3, 11.66
HDFCW3      ,961912, 722.0, 722.0, 721.95, 721.95
KGES        ,543289, 21.0, 22.05, 20.2, 22.05
ZUARIGLOB   ,500780, 79.4, 79.4, 76.1, 77.4
BHARTIYA INT,526666, 191.6, 198.0, 190.15, 195.85
10SEFL21    ,935898, 385.0, 420.0, 385.0, 420.0
975IFL24    ,936472, 1020.0, 1021.2, 1020.0, 1021.2
ASHOKA      ,533271, 80.0, 80.8, 78.75, 78.9
DHUN TEAIND ,538902, 285.05, 300.0, 285.0, 286.05
UTISXN50    ,542513, 40.45, 40.45, 40.05, 40.05
NRB IND BEA ,535458, 20.85, 21.25, 20.0, 21.25
INTER.TRAVEL,500213, 59.2, 60.85, 59.2, 59.4
SALORA INT. ,500370, 35.25, 37.5, 35.25, 37.45
GUJARATPOLY ,517288, 6.8, 6.8, 6.66, 6.8
INDRA GAS   ,532514, 511.0, 515.55, 504.05, 508.75
TCNSBRANDS  ,541700, 505.15, 527.0, 501.45, 511.2
PREMIER SYN.,509835, 18.2, 18.2, 18.2, 18.2
HUHTAMAKI   ,509820, 288.7, 289.0, 282.0, 283.45
95MFL23     ,936928, 1021.0, 1021.0, 1021.0, 1021.0
REGENTRP    ,512624, 2.1, 2.1, 2.0, 2.0
SAPPL       ,538795, 288.0, 288.0, 275.05, 283.85
TCI INDUS.  ,532262, 932.6, 980.1, 932.6, 932.6
MAHEPC      ,523754, 142.7, 146.6, 142.7, 145.5
CONTAIN.CORP,531344, 575.0, 577.45, 565.45, 568.7
BPL LTD.    ,500074, 29.65, 31.0, 29.4, 29.4
1025JFCSL28 ,936384, 1089.0, 1089.0, 1083.0, 1083.0
DHAMPUR SUGA,500119, 255.0, 271.5, 247.0, 265.35
NTPC LTD    ,532555, 103.7, 105.65, 102.8, 103.8
TVS SRICHAKR,509243, 1816.45, 1830.0, 1793.95, 1798.75
DCMSHRIRAM  ,523367, 730.0, 730.0, 696.7, 703.25
0MFL24D     ,937415, 1034.25, 1034.25, 1034.25, 1034.25
STEEL EXCH  ,534748, 64.5, 65.0, 62.3, 62.55
JAMSHRI     ,502901, 2009.0, 2020.0, 1958.0, 1983.6
ION EXCHANGE,500214, 1372.0, 1389.9, 1354.0, 1375.55
950SEFL22   ,935996, 414.7, 415.0, 414.7, 415.0
UDAIPUR CEME,530131, 23.5, 23.5, 22.6, 23.2
MAH HOLIDAY ,533088, 208.05, 211.7, 208.0, 210.5
LELAVOIR    ,539814, 42.4, 44.25, 40.55, 42.95
HARISH      ,542682, 34.4, 34.4, 34.4, 34.4
SANKHYA INFO,532972, 2.9, 3.04, 2.9, 3.02
GNA         ,540124, 378.35, 383.0, 372.1, 375.15
ABANSENT    ,512165, 107.95, 107.95, 103.0, 105.3
TVF1G       ,541678, 11.15, 11.15, 11.15, 11.15
SHARP INV   ,538212, 0.36, 0.36, 0.34, 0.35
IDEA        ,532822, 8.33, 8.43, 8.28, 8.37
SUVEN LIFE S,530239, 95.4, 99.95, 91.25, 94.8
